"","sex","age","entity","year_month","head_count"
"18448","Female","25yearsandover","Galway County","2016M05","5830"
"18449","Female","25yearsandover","Kerry County","2016M05","3944"
"18450","Female","25yearsandover","Kildare County","2016M05","5193"
"18451","Female","25yearsandover","Kilkenny County","2016M05","1853"
"18452","Female","25yearsandover","Laoighis County","2016M05","2308"
"18453","Female","25yearsandover","Leitrim County","2016M05","953"
"18454","Female","25yearsandover","Limerick County","2016M05","4109"
"18455","Female","25yearsandover","Longford County","2016M05","1344"
"18456","Female","25yearsandover","Louth County","2016M05","4221"
"18457","Female","25yearsandover","Mayo County","2016M05","3471"
"18458","Female","25yearsandover","Meath County","2016M05","2910"
"18459","Female","25yearsandover","Monaghan County","2016M05","1618"
"18460","Female","25yearsandover","North Tipperary","2016M05","2193"
"18461","Female","25yearsandover","Offaly County","2016M05","2469"
"18462","Female","25yearsandover","Roscommon County","2016M05","1092"
"18463","Female","25yearsandover","Sligo County","2016M05","1523"
"18464","Female","25yearsandover","South Tipperary","2016M05","2353"
"18465","Female","25yearsandover","Waterford County","2016M05","3638"
"18466","Female","25yearsandover","Westmeath County","2016M05","3106"
"18467","Female","25yearsandover","Wexford County","2016M05","4978"
"18468","Female","25yearsandover","Wicklow County","2016M05","3369"
"18469","Male","Under25years","Carlow County","2016M06","447"
"18470","Male","Under25years","Cavan County","2016M06","435"
"18471","Male","Under25years","Clare County","2016M06","479"
"18472","Male","Under25years","Cork County","2016M06","1739"
"18473","Male","Under25years","Donegal County","2016M06","1201"
"18474","Male","Under25years","Dublin County","2016M06","5596"
"18475","Male","Under25years","Galway County","2016M06","1045"
"18476","Male","Under25years","Kerry County","2016M06","653"
"18477","Male","Under25years","Kildare County","2016M06","970"
"18478","Male","Under25years","Kilkenny County","2016M06","367"
"18479","Male","Under25years","Laoighis County","2016M06","543"
"18480","Male","Under25years","Leitrim County","2016M06","171"
"18481","Male","Under25years","Limerick County","2016M06","970"
"18482","Male","Under25years","Longford County","2016M06","293"
"18483","Male","Under25years","Louth County","2016M06","1074"
"18484","Male","Under25years","Mayo County","2016M06","620"
"18485","Male","Under25years","Meath County","2016M06","554"
"18486","Male","Under25years","Monaghan County","2016M06","266"
"18487","Male","Under25years","North Tipperary","2016M06","486"
"18488","Male","Under25years","Offaly County","2016M06","607"
"18489","Male","Under25years","Roscommon County","2016M06","248"
"18490","Male","Under25years","Sligo County","2016M06","315"
"18491","Male","Under25years","South Tipperary","2016M06","556"
"18492","Male","Under25years","Waterford County","2016M06","788"
"18493","Male","Under25years","Westmeath County","2016M06","617"
"18494","Male","Under25years","Wexford County","2016M06","1064"
"18495","Male","Under25years","Wicklow County","2016M06","650"
"18496","Male","25yearsandover","Carlow County","2016M06","2550"
"18497","Male","25yearsandover","Cavan County","2016M06","2523"
"18498","Male","25yearsandover","Clare County","2016M06","3328"
"18499","Male","25yearsandover","Cork County","2016M06","15033"
"18500","Male","25yearsandover","Donegal County","2016M06","7935"
"18501","Male","25yearsandover","Dublin County","2016M06","40536"
"18502","Male","25yearsandover","Galway County","2016M06","7959"
"18503","Male","25yearsandover","Kerry County","2016M06","5458"
"18504","Male","25yearsandover","Kildare County","2016M06","6355"
"18505","Male","25yearsandover","Kilkenny County","2016M06","2695"
"18506","Male","25yearsandover","Laoighis County","2016M06","3362"
"18507","Male","25yearsandover","Leitrim County","2016M06","1285"
"18508","Male","25yearsandover","Limerick County","2016M06","7167"
"18509","Male","25yearsandover","Longford County","2016M06","2002"
"18510","Male","25yearsandover","Louth County","2016M06","6330"
"18511","Male","25yearsandover","Mayo County","2016M06","4856"
"18512","Male","25yearsandover","Meath County","2016M06","3516"
"18513","Male","25yearsandover","Monaghan County","2016M06","2204"
"18514","Male","25yearsandover","North Tipperary","2016M06","2688"
"18515","Male","25yearsandover","Offaly County","2016M06","3420"
"18516","Male","25yearsandover","Roscommon County","2016M06","1503"
"18517","Male","25yearsandover","Sligo County","2016M06","2165"
"18518","Male","25yearsandover","South Tipperary","2016M06","3640"
"18519","Male","25yearsandover","Waterford County","2016M06","5423"
"18520","Male","25yearsandover","Westmeath County","2016M06","3856"
"18521","Male","25yearsandover","Wexford County","2016M06","6808"
"18522","Male","25yearsandover","Wicklow County","2016M06","4629"
"18523","Female","Under25years","Carlow County","2016M06","382"
"18524","Female","Under25years","Cavan County","2016M06","321"
"18525","Female","Under25years","Clare County","2016M06","341"
"18526","Female","Under25years","Cork County","2016M06","1227"
"18527","Female","Under25years","Donegal County","2016M06","989"
"18528","Female","Under25years","Dublin County","2016M06","3578"
"18529","Female","Under25years","Galway County","2016M06","739"
"18530","Female","Under25years","Kerry County","2016M06","491"
"18531","Female","Under25years","Kildare County","2016M06","763"
"18532","Female","Under25years","Kilkenny County","2016M06","248"
"18533","Female","Under25years","Laoighis County","2016M06","481"
"18534","Female","Under25years","Leitrim County","2016M06","116"
"18535","Female","Under25years","Limerick County","2016M06","804"
"18536","Female","Under25years","Longford County","2016M06","234"
"18537","Female","Under25years","Louth County","2016M06","779"
"18538","Female","Under25years","Mayo County","2016M06","453"
"18539","Female","Under25years","Meath County","2016M06","417"
"18540","Female","Under25years","Monaghan County","2016M06","229"
"18541","Female","Under25years","North Tipperary","2016M06","390"
"18542","Female","Under25years","Offaly County","2016M06","480"
"18543","Female","Under25years","Roscommon County","2016M06","149"
"18544","Female","Under25years","Sligo County","2016M06","244"
"18545","Female","Under25years","South Tipperary","2016M06","477"
"18546","Female","Under25years","Waterford County","2016M06","550"
"18547","Female","Under25years","Westmeath County","2016M06","538"
"18548","Female","Under25years","Wexford County","2016M06","875"
"18549","Female","Under25years","Wicklow County","2016M06","470"
"18550","Female","25yearsandover","Carlow County","2016M06","2029"
"18551","Female","25yearsandover","Cavan County","2016M06","2045"
"18552","Female","25yearsandover","Clare County","2016M06","2800"
"18553","Female","25yearsandover","Cork County","2016M06","10915"
"18554","Female","25yearsandover","Donegal County","2016M06","5785"
"18555","Female","25yearsandover","Dublin County","2016M06","26895"
"18556","Female","25yearsandover","Galway County","2016M06","6213"
"18557","Female","25yearsandover","Kerry County","2016M06","4053"
"18558","Female","25yearsandover","Kildare County","2016M06","5464"
"18559","Female","25yearsandover","Kilkenny County","2016M06","1938"
"18560","Female","25yearsandover","Laoighis County","2016M06","2453"
"18561","Female","25yearsandover","Leitrim County","2016M06","995"
"18562","Female","25yearsandover","Limerick County","2016M06","4578"
"18563","Female","25yearsandover","Longford County","2016M06","1401"
"18564","Female","25yearsandover","Louth County","2016M06","4467"
"18565","Female","25yearsandover","Mayo County","2016M06","3754"
"18566","Female","25yearsandover","Meath County","2016M06","3057"
"18567","Female","25yearsandover","Monaghan County","2016M06","1807"
"18568","Female","25yearsandover","North Tipperary","2016M06","2388"
"18569","Female","25yearsandover","Offaly County","2016M06","2602"
"18570","Female","25yearsandover","Roscommon County","2016M06","1195"
"18571","Female","25yearsandover","Sligo County","2016M06","1602"
"18572","Female","25yearsandover","South Tipperary","2016M06","2519"
"18573","Female","25yearsandover","Waterford County","2016M06","3935"
"18574","Female","25yearsandover","Westmeath County","2016M06","3231"
"18575","Female","25yearsandover","Wexford County","2016M06","5229"
"18576","Female","25yearsandover","Wicklow County","2016M06","3559"
"18577","Male","Under25years","Carlow County","2016M07","445"
"18578","Male","Under25years","Cavan County","2016M07","434"
"18579","Male","Under25years","Clare County","2016M07","496"
"18580","Male","Under25years","Cork County","2016M07","1726"
"18581","Male","Under25years","Donegal County","2016M07","1174"
"18582","Male","Under25years","Dublin County","2016M07","5526"
"18583","Male","Under25years","Galway County","2016M07","1029"
"18584","Male","Under25years","Kerry County","2016M07","649"
"18585","Male","Under25years","Kildare County","2016M07","919"
"18586","Male","Under25years","Kilkenny County","2016M07","343"
"18587","Male","Under25years","Laoighis County","2016M07","538"
"18588","Male","Under25years","Leitrim County","2016M07","175"
"18589","Male","Under25years","Limerick County","2016M07","994"
"18590","Male","Under25years","Longford County","2016M07","299"
"18591","Male","Under25years","Louth County","2016M07","1062"
"18592","Male","Under25years","Mayo County","2016M07","639"
"18593","Male","Under25years","Meath County","2016M07","543"
"18594","Male","Under25years","Monaghan County","2016M07","260"
"18595","Male","Under25years","North Tipperary","2016M07","472"
"18596","Male","Under25years","Offaly County","2016M07","604"
"18597","Male","Under25years","Roscommon County","2016M07","256"
"18598","Male","Under25years","Sligo County","2016M07","332"
"18599","Male","Under25years","South Tipperary","2016M07","559"
"18600","Male","Under25years","Waterford County","2016M07","784"
"18601","Male","Under25years","Westmeath County","2016M07","621"
"18602","Male","Under25years","Wexford County","2016M07","1051"
"18603","Male","Under25years","Wicklow County","2016M07","676"
"18604","Male","25yearsandover","Carlow County","2016M07","2513"
"18605","Male","25yearsandover","Cavan County","2016M07","2498"
"18606","Male","25yearsandover","Clare County","2016M07","3297"
"18607","Male","25yearsandover","Cork County","2016M07","14738"
"18608","Male","25yearsandover","Donegal County","2016M07","7818"
"18609","Male","25yearsandover","Dublin County","2016M07","40157"
"18610","Male","25yearsandover","Galway County","2016M07","7904"
"18611","Male","25yearsandover","Kerry County","2016M07","5388"
"18612","Male","25yearsandover","Kildare County","2016M07","6336"
"18613","Male","25yearsandover","Kilkenny County","2016M07","2668"
"18614","Male","25yearsandover","Laoighis County","2016M07","3339"
"18615","Male","25yearsandover","Leitrim County","2016M07","1286"
"18616","Male","25yearsandover","Limerick County","2016M07","7147"
"18617","Male","25yearsandover","Longford County","2016M07","2000"
"18618","Male","25yearsandover","Louth County","2016M07","6372"
"18619","Male","25yearsandover","Mayo County","2016M07","4763"
"18620","Male","25yearsandover","Meath County","2016M07","3510"
"18621","Male","25yearsandover","Monaghan County","2016M07","2160"
"18622","Male","25yearsandover","North Tipperary","2016M07","2682"
"18623","Male","25yearsandover","Offaly County","2016M07","3378"
"18624","Male","25yearsandover","Roscommon County","2016M07","1519"
"18625","Male","25yearsandover","Sligo County","2016M07","2164"
"18626","Male","25yearsandover","South Tipperary","2016M07","3582"
"18627","Male","25yearsandover","Waterford County","2016M07","5376"
"18628","Male","25yearsandover","Westmeath County","2016M07","3847"
"18629","Male","25yearsandover","Wexford County","2016M07","6787"
"18630","Male","25yearsandover","Wicklow County","2016M07","4579"
"18631","Female","Under25years","Carlow County","2016M07","394"
"18632","Female","Under25years","Cavan County","2016M07","343"
"18633","Female","Under25years","Clare County","2016M07","345"
"18634","Female","Under25years","Cork County","2016M07","1270"
"18635","Female","Under25years","Donegal County","2016M07","1025"
"18636","Female","Under25years","Dublin County","2016M07","3655"
"18637","Female","Under25years","Galway County","2016M07","759"
"18638","Female","Under25years","Kerry County","2016M07","529"
"18639","Female","Under25years","Kildare County","2016M07","764"
"18640","Female","Under25years","Kilkenny County","2016M07","258"
"18641","Female","Under25years","Laoighis County","2016M07","493"
"18642","Female","Under25years","Leitrim County","2016M07","124"
"18643","Female","Under25years","Limerick County","2016M07","869"
"18644","Female","Under25years","Longford County","2016M07","249"
"18645","Female","Under25years","Louth County","2016M07","798"
"18646","Female","Under25years","Mayo County","2016M07","458"
"18647","Female","Under25years","Meath County","2016M07","408"
"18648","Female","Under25years","Monaghan County","2016M07","216"
"18649","Female","Under25years","North Tipperary","2016M07","408"
"18650","Female","Under25years","Offaly County","2016M07","504"
"18651","Female","Under25years","Roscommon County","2016M07","162"
"18652","Female","Under25years","Sligo County","2016M07","231"
"18653","Female","Under25years","South Tipperary","2016M07","487"
"18654","Female","Under25years","Waterford County","2016M07","573"
"18655","Female","Under25years","Westmeath County","2016M07","554"
"18656","Female","Under25years","Wexford County","2016M07","879"
"18657","Female","Under25years","Wicklow County","2016M07","482"
"18658","Female","25yearsandover","Carlow County","2016M07","2089"
"18659","Female","25yearsandover","Cavan County","2016M07","2132"
"18660","Female","25yearsandover","Clare County","2016M07","2837"
"18661","Female","25yearsandover","Cork County","2016M07","11329"
"18662","Female","25yearsandover","Donegal County","2016M07","5940"
"18663","Female","25yearsandover","Dublin County","2016M07","28286"
"18664","Female","25yearsandover","Galway County","2016M07","6474"
"18665","Female","25yearsandover","Kerry County","2016M07","4163"
"18666","Female","25yearsandover","Kildare County","2016M07","5668"
"18667","Female","25yearsandover","Kilkenny County","2016M07","2023"
"18668","Female","25yearsandover","Laoighis County","2016M07","2517"
"18669","Female","25yearsandover","Leitrim County","2016M07","1049"
"18670","Female","25yearsandover","Limerick County","2016M07","4746"
"18671","Female","25yearsandover","Longford County","2016M07","1459"
"18672","Female","25yearsandover","Louth County","2016M07","4657"
"18673","Female","25yearsandover","Mayo County","2016M07","3862"
"18674","Female","25yearsandover","Meath County","2016M07","3141"
"18675","Female","25yearsandover","Monaghan County","2016M07","1839"
"18676","Female","25yearsandover","North Tipperary","2016M07","2427"
"18677","Female","25yearsandover","Offaly County","2016M07","2654"
"18678","Female","25yearsandover","Roscommon County","2016M07","1240"
"18679","Female","25yearsandover","Sligo County","2016M07","1669"
"18680","Female","25yearsandover","South Tipperary","2016M07","2563"
"18681","Female","25yearsandover","Waterford County","2016M07","4070"
"18682","Female","25yearsandover","Westmeath County","2016M07","3398"
"18683","Female","25yearsandover","Wexford County","2016M07","5390"
"18684","Female","25yearsandover","Wicklow County","2016M07","3722"
"18685","Male","Under25years","Carlow County","2016M08","455"
"18686","Male","Under25years","Cavan County","2016M08","420"
"18687","Male","Under25years","Clare County","2016M08","495"
"18688","Male","Under25years","Cork County","2016M08","1735"
"18689","Male","Under25years","Donegal County","2016M08","1172"
"18690","Male","Under25years","Dublin County","2016M08","5458"
"18691","Male","Under25years","Galway County","2016M08","998"
"18692","Male","Under25years","Kerry County","2016M08","653"
"18693","Male","Under25years","Kildare County","2016M08","909"
"18694","Male","Under25years","Kilkenny County","2016M08","346"
"18695","Male","Under25years","Laoighis County","2016M08","532"
"18696","Male","Under25years","Leitrim County","2016M08","180"
"18697","Male","Under25years","Limerick County","2016M08","1016"
"18698","Male","Under25years","Longford County","2016M08","294"
"18699","Male","Under25years","Louth County","2016M08","1006"
"18700","Male","Under25years","Mayo County","2016M08","650"
"18701","Male","Under25years","Meath County","2016M08","539"
"18702","Male","Under25years","Monaghan County","2016M08","264"
"18703","Male","Under25years","North Tipperary","2016M08","475"
"18704","Male","Under25years","Offaly County","2016M08","574"
"18705","Male","Under25years","Roscommon County","2016M08","254"
"18706","Male","Under25years","Sligo County","2016M08","330"
"18707","Male","Under25years","South Tipperary","2016M08","540"
"18708","Male","Under25years","Waterford County","2016M08","746"
"18709","Male","Under25years","Westmeath County","2016M08","624"
"18710","Male","Under25years","Wexford County","2016M08","1018"
"18711","Male","Under25years","Wicklow County","2016M08","664"
"18712","Male","25yearsandover","Carlow County","2016M08","2486"
"18713","Male","25yearsandover","Cavan County","2016M08","2480"
"18714","Male","25yearsandover","Clare County","2016M08","3264"
"18715","Male","25yearsandover","Cork County","2016M08","14625"
"18716","Male","25yearsandover","Donegal County","2016M08","7763"
"18717","Male","25yearsandover","Dublin County","2016M08","39722"
"18718","Male","25yearsandover","Galway County","2016M08","7812"
"18719","Male","25yearsandover","Kerry County","2016M08","5278"
"18720","Male","25yearsandover","Kildare County","2016M08","6227"
"18721","Male","25yearsandover","Kilkenny County","2016M08","2618"
"18722","Male","25yearsandover","Laoighis County","2016M08","3290"
"18723","Male","25yearsandover","Leitrim County","2016M08","1302"
"18724","Male","25yearsandover","Limerick County","2016M08","7149"
"18725","Male","25yearsandover","Longford County","2016M08","1999"
"18726","Male","25yearsandover","Louth County","2016M08","6290"
"18727","Male","25yearsandover","Mayo County","2016M08","4709"
"18728","Male","25yearsandover","Meath County","2016M08","3475"
"18729","Male","25yearsandover","Monaghan County","2016M08","2100"
"18730","Male","25yearsandover","North Tipperary","2016M08","2642"
"18731","Male","25yearsandover","Offaly County","2016M08","3298"
"18732","Male","25yearsandover","Roscommon County","2016M08","1506"
"18733","Male","25yearsandover","Sligo County","2016M08","2185"
"18734","Male","25yearsandover","South Tipperary","2016M08","3516"
"18735","Male","25yearsandover","Waterford County","2016M08","5367"
"18736","Male","25yearsandover","Westmeath County","2016M08","3805"
"18737","Male","25yearsandover","Wexford County","2016M08","6681"
"18738","Male","25yearsandover","Wicklow County","2016M08","4579"
"18739","Female","Under25years","Carlow County","2016M08","389"
"18740","Female","Under25years","Cavan County","2016M08","368"
"18741","Female","Under25years","Clare County","2016M08","345"
"18742","Female","Under25years","Cork County","2016M08","1277"
"18743","Female","Under25years","Donegal County","2016M08","1004"
"18744","Female","Under25years","Dublin County","2016M08","3664"
"18745","Female","Under25years","Galway County","2016M08","774"
"18746","Female","Under25years","Kerry County","2016M08","513"
"18747","Female","Under25years","Kildare County","2016M08","763"
"18748","Female","Under25years","Kilkenny County","2016M08","244"
"18749","Female","Under25years","Laoighis County","2016M08","488"
"18750","Female","Under25years","Leitrim County","2016M08","120"
"18751","Female","Under25years","Limerick County","2016M08","883"
"18752","Female","Under25years","Longford County","2016M08","255"
"18753","Female","Under25years","Louth County","2016M08","767"
"18754","Female","Under25years","Mayo County","2016M08","463"
"18755","Female","Under25years","Meath County","2016M08","412"
"18756","Female","Under25years","Monaghan County","2016M08","220"
"18757","Female","Under25years","North Tipperary","2016M08","390"
"18758","Female","Under25years","Offaly County","2016M08","494"
"18759","Female","Under25years","Roscommon County","2016M08","159"
"18760","Female","Under25years","Sligo County","2016M08","237"
"18761","Female","Under25years","South Tipperary","2016M08","493"
"18762","Female","Under25years","Waterford County","2016M08","559"
"18763","Female","Under25years","Westmeath County","2016M08","539"
"18764","Female","Under25years","Wexford County","2016M08","853"
"18765","Female","Under25years","Wicklow County","2016M08","461"
"18766","Female","25yearsandover","Carlow County","2016M08","2052"
"18767","Female","25yearsandover","Cavan County","2016M08","2120"
"18768","Female","25yearsandover","Clare County","2016M08","2821"
"18769","Female","25yearsandover","Cork County","2016M08","11269"
"18770","Female","25yearsandover","Donegal County","2016M08","5894"
"18771","Female","25yearsandover","Dublin County","2016M08","28128"
"18772","Female","25yearsandover","Galway County","2016M08","6450"
"18773","Female","25yearsandover","Kerry County","2016M08","4093"
"18774","Female","25yearsandover","Kildare County","2016M08","5644"
"18775","Female","25yearsandover","Kilkenny County","2016M08","1992"
"18776","Female","25yearsandover","Laoighis County","2016M08","2455"
"18777","Female","25yearsandover","Leitrim County","2016M08","1067"
"18778","Female","25yearsandover","Limerick County","2016M08","4724"
"18779","Female","25yearsandover","Longford County","2016M08","1471"
"18780","Female","25yearsandover","Louth County","2016M08","4607"
"18781","Female","25yearsandover","Mayo County","2016M08","3812"
"18782","Female","25yearsandover","Meath County","2016M08","3101"
"18783","Female","25yearsandover","Monaghan County","2016M08","1834"
"18784","Female","25yearsandover","North Tipperary","2016M08","2417"
"18785","Female","25yearsandover","Offaly County","2016M08","2568"
"18786","Female","25yearsandover","Roscommon County","2016M08","1238"
"18787","Female","25yearsandover","Sligo County","2016M08","1683"
"18788","Female","25yearsandover","South Tipperary","2016M08","2561"
"18789","Female","25yearsandover","Waterford County","2016M08","4044"
"18790","Female","25yearsandover","Westmeath County","2016M08","3397"
"18791","Female","25yearsandover","Wexford County","2016M08","5280"
"18792","Female","25yearsandover","Wicklow County","2016M08","3647"
"18793","Male","Under25years","Carlow County","2016M09","397"
"18794","Male","Under25years","Cavan County","2016M09","363"
"18795","Male","Under25years","Clare County","2016M09","448"
"18796","Male","Under25years","Cork County","2016M09","1631"
"18797","Male","Under25years","Donegal County","2016M09","1057"
"18798","Male","Under25years","Dublin County","2016M09","4942"
"18799","Male","Under25years","Galway County","2016M09","879"
"18800","Male","Under25years","Kerry County","2016M09","599"
"18801","Male","Under25years","Kildare County","2016M09","821"
"18802","Male","Under25years","Kilkenny County","2016M09","284"
"18803","Male","Under25years","Laoighis County","2016M09","487"
"18804","Male","Under25years","Leitrim County","2016M09","158"
"18805","Male","Under25years","Limerick County","2016M09","896"
"18806","Male","Under25years","Longford County","2016M09","288"
"18807","Male","Under25years","Louth County","2016M09","861"
"18808","Male","Under25years","Mayo County","2016M09","589"
"18809","Male","Under25years","Meath County","2016M09","481"
"18810","Male","Under25years","Monaghan County","2016M09","228"
"18811","Male","Under25years","North Tipperary","2016M09","398"
"18812","Male","Under25years","Offaly County","2016M09","512"
"18813","Male","Under25years","Roscommon County","2016M09","247"
"18814","Male","Under25years","Sligo County","2016M09","282"
"18815","Male","Under25years","South Tipperary","2016M09","454"
"18816","Male","Under25years","Waterford County","2016M09","650"
"18817","Male","Under25years","Westmeath County","2016M09","585"
"18818","Male","Under25years","Wexford County","2016M09","878"
"18819","Male","Under25years","Wicklow County","2016M09","583"
"18820","Male","25yearsandover","Carlow County","2016M09","2281"
"18821","Male","25yearsandover","Cavan County","2016M09","2335"
"18822","Male","25yearsandover","Clare County","2016M09","3078"
"18823","Male","25yearsandover","Cork County","2016M09","13765"
"18824","Male","25yearsandover","Donegal County","2016M09","7277"
"18825","Male","25yearsandover","Dublin County","2016M09","37764"
"18826","Male","25yearsandover","Galway County","2016M09","7275"
"18827","Male","25yearsandover","Kerry County","2016M09","4875"
"18828","Male","25yearsandover","Kildare County","2016M09","5760"
"18829","Male","25yearsandover","Kilkenny County","2016M09","2396"
"18830","Male","25yearsandover","Laoighis County","2016M09","3087"
"18831","Male","25yearsandover","Leitrim County","2016M09","1204"
"18832","Male","25yearsandover","Limerick County","2016M09","6517"
"18833","Male","25yearsandover","Longford County","2016M09","1881"
"18834","Male","25yearsandover","Louth County","2016M09","5865"
"18835","Male","25yearsandover","Mayo County","2016M09","4424"
"18836","Male","25yearsandover","Meath County","2016M09","3278"
"18837","Male","25yearsandover","Monaghan County","2016M09","1944"
"18838","Male","25yearsandover","North Tipperary","2016M09","2443"
"18839","Male","25yearsandover","Offaly County","2016M09","3110"
"18840","Male","25yearsandover","Roscommon County","2016M09","1413"
"18841","Male","25yearsandover","Sligo County","2016M09","2001"
"18842","Male","25yearsandover","South Tipperary","2016M09","3254"
"18843","Male","25yearsandover","Waterford County","2016M09","5065"
"18844","Male","25yearsandover","Westmeath County","2016M09","3554"
"18845","Male","25yearsandover","Wexford County","2016M09","6359"
"18846","Male","25yearsandover","Wicklow County","2016M09","4319"
"18847","Female","Under25years","Carlow County","2016M09","309"
"18848","Female","Under25years","Cavan County","2016M09","302"
"18849","Female","Under25years","Clare County","2016M09","293"
"18850","Female","Under25years","Cork County","2016M09","1067"
"18851","Female","Under25years","Donegal County","2016M09","868"
"18852","Female","Under25years","Dublin County","2016M09","3235"
"18853","Female","Under25years","Galway County","2016M09","664"
"18854","Female","Under25years","Kerry County","2016M09","405"
"18855","Female","Under25years","Kildare County","2016M09","653"
"18856","Female","Under25years","Kilkenny County","2016M09","194"
"18857","Female","Under25years","Laoighis County","2016M09","406"
"18858","Female","Under25years","Leitrim County","2016M09","100"
"18859","Female","Under25years","Limerick County","2016M09","735"
"18860","Female","Under25years","Longford County","2016M09","220"
"18861","Female","Under25years","Louth County","2016M09","631"
"18862","Female","Under25years","Mayo County","2016M09","384"
"18863","Female","Under25years","Meath County","2016M09","362"
"18864","Female","Under25years","Monaghan County","2016M09","183"
"18865","Female","Under25years","North Tipperary","2016M09","325"
"18866","Female","Under25years","Offaly County","2016M09","424"
"18867","Female","Under25years","Roscommon County","2016M09","133"
"18868","Female","Under25years","Sligo County","2016M09","193"
"18869","Female","Under25years","South Tipperary","2016M09","399"
"18870","Female","Under25years","Waterford County","2016M09","446"
"18871","Female","Under25years","Westmeath County","2016M09","459"
"18872","Female","Under25years","Wexford County","2016M09","753"
"18873","Female","Under25years","Wicklow County","2016M09","374"
"18874","Female","25yearsandover","Carlow County","2016M09","1746"
"18875","Female","25yearsandover","Cavan County","2016M09","1831"
"18876","Female","25yearsandover","Clare County","2016M09","2458"
"18877","Female","25yearsandover","Cork County","2016M09","9663"
"18878","Female","25yearsandover","Donegal County","2016M09","5263"
"18879","Female","25yearsandover","Dublin County","2016M09","24757"
"18880","Female","25yearsandover","Galway County","2016M09","5693"
"18881","Female","25yearsandover","Kerry County","2016M09","3582"
"18882","Female","25yearsandover","Kildare County","2016M09","4898"
"18883","Female","25yearsandover","Kilkenny County","2016M09","1707"
"18884","Female","25yearsandover","Laoighis County","2016M09","2229"
"18885","Female","25yearsandover","Leitrim County","2016M09","943"
"18886","Female","25yearsandover","Limerick County","2016M09","3950"
"18887","Female","25yearsandover","Longford County","2016M09","1282"
"18888","Female","25yearsandover","Louth County","2016M09","4048"
"18889","Female","25yearsandover","Mayo County","2016M09","3354"
"18890","Female","25yearsandover","Meath County","2016M09","2670"
"18891","Female","25yearsandover","Monaghan County","2016M09","1559"
"18892","Female","25yearsandover","North Tipperary","2016M09","2108"
"18893","Female","25yearsandover","Offaly County","2016M09","2304"
"18894","Female","25yearsandover","Roscommon County","2016M09","1070"
"18895","Female","25yearsandover","Sligo County","2016M09","1422"
"18896","Female","25yearsandover","South Tipperary","2016M09","2196"
"18897","Female","25yearsandover","Waterford County","2016M09","3448"
"18898","Female","25yearsandover","Westmeath County","2016M09","2957"
"18899","Female","25yearsandover","Wexford County","2016M09","4751"
"18900","Female","25yearsandover","Wicklow County","2016M09","3175"
"18901","Male","Under25years","Carlow County","2016M10","380"
"18902","Male","Under25years","Cavan County","2016M10","347"
"18903","Male","Under25years","Clare County","2016M10","428"
"18904","Male","Under25years","Cork County","2016M10","1479"
"18905","Male","Under25years","Donegal County","2016M10","974"
"18906","Male","Under25years","Dublin County","2016M10","4628"
"18907","Male","Under25years","Galway County","2016M10","852"
"18908","Male","Under25years","Kerry County","2016M10","552"
"18909","Male","Under25years","Kildare County","2016M10","769"
"18910","Male","Under25years","Kilkenny County","2016M10","272"
"18911","Male","Under25years","Laoighis County","2016M10","441"
"18912","Male","Under25years","Leitrim County","2016M10","145"
"18913","Male","Under25years","Limerick County","2016M10","799"
"18914","Male","Under25years","Longford County","2016M10","267"
"18915","Male","Under25years","Louth County","2016M10","834"
"18916","Male","Under25years","Mayo County","2016M10","571"
"18917","Male","Under25years","Meath County","2016M10","443"
"18918","Male","Under25years","Monaghan County","2016M10","212"
"18919","Male","Under25years","North Tipperary","2016M10","389"
"18920","Male","Under25years","Offaly County","2016M10","489"
"18921","Male","Under25years","Roscommon County","2016M10","241"
"18922","Male","Under25years","Sligo County","2016M10","275"
"18923","Male","Under25years","South Tipperary","2016M10","438"
"18924","Male","Under25years","Waterford County","2016M10","637"
"18925","Male","Under25years","Westmeath County","2016M10","550"
"18926","Male","Under25years","Wexford County","2016M10","855"
"18927","Male","Under25years","Wicklow County","2016M10","539"
"18928","Male","25yearsandover","Carlow County","2016M10","2210"
"18929","Male","25yearsandover","Cavan County","2016M10","2242"
"18930","Male","25yearsandover","Clare County","2016M10","3075"
"18931","Male","25yearsandover","Cork County","2016M10","13375"
"18932","Male","25yearsandover","Donegal County","2016M10","7059"
"18933","Male","25yearsandover","Dublin County","2016M10","36346"
"18934","Male","25yearsandover","Galway County","2016M10","7074"
"18935","Male","25yearsandover","Kerry County","2016M10","4950"
"18936","Male","25yearsandover","Kildare County","2016M10","5585"
"18937","Male","25yearsandover","Kilkenny County","2016M10","2319"
"18938","Male","25yearsandover","Laoighis County","2016M10","2995"
"18939","Male","25yearsandover","Leitrim County","2016M10","1170"
"18940","Male","25yearsandover","Limerick County","2016M10","6274"
"18941","Male","25yearsandover","Longford County","2016M10","1811"
"18942","Male","25yearsandover","Louth County","2016M10","5696"
"18943","Male","25yearsandover","Mayo County","2016M10","4352"
"18944","Male","25yearsandover","Meath County","2016M10","3162"
"18945","Male","25yearsandover","Monaghan County","2016M10","1876"
"18946","Male","25yearsandover","North Tipperary","2016M10","2417"
"18947","Male","25yearsandover","Offaly County","2016M10","3041"
"18948","Male","25yearsandover","Roscommon County","2016M10","1422"
"18949","Male","25yearsandover","Sligo County","2016M10","1953"
"18950","Male","25yearsandover","South Tipperary","2016M10","3152"
